category,tag,problem_id,title,difficulty,diff_band,solver,url
Mathematics,整数,abc292_f,F. Regular Triangle Inside a Rectangle,1522,1200-1599,2988,https://atcoder.jp/contests/abc292/tasks/abc292_f
Mathematics,整数,abc161_f,F. Division or Subtraction,1528,1200-1599,5036,https://atcoder.jp/contests/abc161/tasks/abc161_f
Mathematics,整数,abc150_d,D. Semi Common Multiple,1534,1200-1599,5795,https://atcoder.jp/contests/abc150/tasks/abc150_d
Mathematics,整数,abc228_e,E. Integer Sequence Fair,1579,1200-1599,4042,https://atcoder.jp/contests/abc228/tasks/abc228_e
Mathematics,整数,arc034_3,C. 約数かつ倍数,1584,1200-1599,1646,https://atcoder.jp/contests/arc034/tasks/arc034_3
Mathematics,整数,agc047_a,A. Integer Product,1592,1200-1599,2768,https://atcoder.jp/contests/agc047/tasks/agc047_a
Mathematics,整数,abc210_e,E. Ring MST,1618,1600-1999,3111,https://atcoder.jp/contests/abc210/tasks/abc210_e
Mathematics,整数,agc022_b,B. GCD Sequence,1645,1600-1999,2192,https://atcoder.jp/contests/agc022/tasks/agc022_b
Mathematics,整数,abc136_e,E. Max GCD,1670,1600-1999,3949,https://atcoder.jp/contests/abc136/tasks/abc136_e
Mathematics,整数,abc110_d,D. Factorization,1695,1600-1999,4742,https://atcoder.jp/contests/abc110/tasks/abc110_d
Mathematics,整数,arc163_c,C. Harmonic Mean,1711,1600-1999,1910,https://atcoder.jp/contests/arc163/tasks/arc163_c
Mathematics,整数,arc139_b,B. Make N,1719,1600-1999,1774,https://atcoder.jp/contests/arc139/tasks/arc139_b
Mathematics,整数,agc026_b,B. rng_10s,1720,1600-1999,2158,https://atcoder.jp/contests/agc026/tasks/agc026_b
Mathematics,整数,abc254_f,F. Rectangle GCD,1764,1600-1999,2731,https://atcoder.jp/contests/abc254/tasks/abc254_f
Mathematics,整数,arc117_c,C. Tricolor Pyramid,1768,1600-1999,2597,https://atcoder.jp/contests/arc117/tasks/arc117_c
Mathematics,整数,acl1_b,B. Sum is Multiple,1785,1600-1999,1405,https://atcoder.jp/contests/acl1/tasks/acl1_b
Mathematics,整数,arc122_c,C. Calculator,1818,1600-1999,1696,https://atcoder.jp/contests/arc122/tasks/arc122_c
Mathematics,整数,arc126_c,C. Maximize GCD,1824,1600-1999,2013,https://atcoder.jp/contests/arc126/tasks/arc126_c
Mathematics,整数,abc286_f,F. Guess The Number 2,1841,1600-1999,1939,https://atcoder.jp/contests/abc286/tasks/abc286_f
Mathematics,整数,abc158_e,E. Divisible Substring,1866,1600-1999,4169,https://atcoder.jp/contests/abc158/tasks/abc158_e
Mathematics,整数,arc004_3,C. 平均値太郎の憂鬱 ( The melancholy of Taro Heikinchi ),1904,1600-1999,956,https://atcoder.jp/contests/arc004/tasks/arc004_3
Mathematics,整数,agc043_b,B. 123 Triangle,1945,1600-1999,1948,https://atcoder.jp/contests/agc043/tasks/agc043_b
Mathematics,整数,abc193_e,E. Oversleeping,1948,1600-1999,2117,https://atcoder.jp/contests/abc193/tasks/abc193_e
Mathematics,整数,codefestival_2015_qualB_d,"D. Squares, Pieces and Coloring",1965,1600-1999,528,https://atcoder.jp/contests/code-festival-2015-qualb/tasks/codefestival_2015_qualB_d
Mathematics,整数,arc106_d,D. Powers,1988,1600-1999,2095,https://atcoder.jp/contests/arc106/tasks/arc106_d
Mathematics,整数,code_festival_final_f,F. 誤情報,2023,2000-2399,342,https://atcoder.jp/contests/code-festival-2014-final/tasks/code_festival_final_f
Mathematics,整数,arc110_d,D. Binomial Coefficient is Fun,2078,2000-2399,1945,https://atcoder.jp/contests/arc110/tasks/arc110_d
Mathematics,整数,abc212_g,G. Power Pair,2150,2000-2399,1530,https://atcoder.jp/contests/abc212/tasks/abc212_g
Mathematics,整数,abc156_f,F. Modularness,2150,2000-2399,1425,https://atcoder.jp/contests/abc156/tasks/abc156_f
Mathematics,整数,arc059_c,E. Children and Candies,2189,2000-2399,1842,https://atcoder.jp/contests/arc059/tasks/arc059_c
Mathematics,整数,arc017_4,D. ARCたんクッキー,2244,2000-2399,416,https://atcoder.jp/contests/arc017/tasks/arc017_4
Mathematics,整数,arc042_d,D. あまり,2247,2000-2399,435,https://atcoder.jp/contests/arc042/tasks/arc042_d
Mathematics,整数,agc038_c,C. LCMs,2327,2000-2399,2283,https://atcoder.jp/contests/agc038/tasks/agc038_c
Mathematics,整数,abc212_f,F. Greedy Takahashi,2332,2000-2399,1342,https://atcoder.jp/contests/abc212/tasks/abc212_f
Mathematics,整数,arc050_c,C. LCM 111,2372,2000-2399,741,https://atcoder.jp/contests/arc050/tasks/arc050_c
Mathematics,整数,abc147_f,F. Sum Difference,2393,2000-2399,1285,https://atcoder.jp/contests/abc147/tasks/abc147_f
Mathematics,整数,abc137_f,F. Polynomial Construction,2402,2400-2799,1196,https://atcoder.jp/contests/abc137/tasks/abc137_f
Mathematics,整数,arc052_d,D. 9,2436,2400-2799,496,https://atcoder.jp/contests/arc052/tasks/arc052_d
Mathematics,整数,arc084_b,D. Small Multiple,2457,2400-2799,6440,https://atcoder.jp/contests/abc077/tasks/arc084_b
Mathematics,整数,agc047_c,C. Product Modulo,2496,2400-2799,1119,https://atcoder.jp/contests/agc047/tasks/agc047_c
Mathematics,整数,arc023_4,D. GCD区間,2511,2400-2799,469,https://atcoder.jp/contests/arc023/tasks/arc023_4
Mathematics,整数,arc111_e,E. Simple Math 3,2541,2400-2799,785,https://atcoder.jp/contests/arc111/tasks/arc111_e
Mathematics,整数,arc057_c,C. 2乗根,2547,2400-2799,361,https://atcoder.jp/contests/arc057/tasks/arc057_c
Mathematics,整数,abc020_d,D. LCM Rush,2695,2400-2799,1017,https://atcoder.jp/contests/abc020/tasks/abc020_d
Mathematics,整数,arc084_c,E. Finite Encyclopedia of Integer Sequences,2703,2400-2799,761,https://atcoder.jp/contests/arc084/tasks/arc084_c
Mathematics,整数,tenka1_2019_e,E. Polynomial Divisors,2746,2400-2799,493,https://atcoder.jp/contests/tenka1-2019/tasks/tenka1_2019_e
Mathematics,整数,agc025_d,D. Choosing Points,2868,2800-3199,1096,https://atcoder.jp/contests/agc025/tasks/agc025_d
Mathematics,整数,agc027_d,D. Modulo Matrix,2984,2800-3199,1211,https://atcoder.jp/contests/agc027/tasks/agc027_d
Mathematics,整数,tenka1_2017_f,F. ModularPowerEquation!!,3653,3600+,271,https://atcoder.jp/contests/tenka1-2017/tasks/tenka1_2017_f
Mathematics,整数,typical90_x,024. Select +／- One（★2）,,unknown,10094,https://atcoder.jp/contests/typical90/tasks/typical90_x
Mathematics,整数,typical90_v,022. Cubic Cake（★2）,,unknown,10080,https://atcoder.jp/contests/typical90/tasks/typical90_v
Mathematics,整数,typical90_bw,075. Magic For Balls（★3）,,unknown,5011,https://atcoder.jp/contests/typical90/tasks/typical90_bw
Mathematics,整数,typical90_ad,030. K Factors（★5）,,unknown,4044,https://atcoder.jp/contests/typical90/tasks/typical90_ad
Mathematics,整数,typical90_cg,085. Multiplication 085（★4）,,unknown,3739,https://atcoder.jp/contests/typical90/tasks/typical90_cg
Mathematics,整数,agc001_b,B. Mysterious Light,,unknown,3550,https://atcoder.jp/contests/agc001/tasks/agc001_b
Mathematics,整数,practice2_c,C. Floor Sum,,unknown,2408,https://atcoder.jp/contests/practice2/tasks/practice2_c
Mathematics,整数,past202012_c,C. Hexatridecimal,,unknown,1878,https://atcoder.jp/contests/past202012-open/tasks/past202012_c
Mathematics,整数,chokudai_S002_g,G. GCD α,,unknown,1769,https://atcoder.jp/contests/chokudai_S002/tasks/chokudai_S002_g
Mathematics,整数,chokudai_S001_g,G. あまり,,unknown,1402,https://atcoder.jp/contests/chokudai_S001/tasks/chokudai_S001_g
Mathematics,整数,nikkei2019ex_f,E. スーパーFizzBuzz,,unknown,1305,https://atcoder.jp/contests/nikkei2019-ex/tasks/nikkei2019ex_f
Mathematics,整数,code_thanks_festival_2017_d,D. Bus Tour,,unknown,922,https://atcoder.jp/contests/code-thanks-festival-2017/tasks/code_thanks_festival_2017_d
Mathematics,整数,chokudai_S002_j,J. GCD β,,unknown,887,https://atcoder.jp/contests/chokudai_S002/tasks/chokudai_S002_j
Mathematics,整数,joisc2007_factor,factorial. 階乗 (Factorial),,unknown,843,https://atcoder.jp/contests/joisc2007/tasks/joisc2007_factor
Mathematics,整数,colopl2018_qual_c,C. すぬけそだて――ごはん――,,unknown,800,https://atcoder.jp/contests/colopl2018-qual/tasks/colopl2018_qual_c
Mathematics,整数,ddcc2020_final_a,A. Div/de,,unknown,727,https://atcoder.jp/contests/ddcc2020-final/tasks/ddcc2020_final_a
Mathematics,整数,joisc2007_fermat,fermat. フェルマー方程式 (Fermat),,unknown,712,https://atcoder.jp/contests/joisc2007/tasks/joisc2007_fermat
Mathematics,整数,ddcc2017_final_b,B. GCDロボット,,unknown,649,https://atcoder.jp/contests/ddcc2017-final/tasks/ddcc2017_final_b
Mathematics,整数,ddcc_2016_qual_c,C. ロト2,,unknown,648,https://atcoder.jp/contests/ddcc2016-qual/tasks/ddcc_2016_qual_c
Mathematics,整数,jag2018summer_day2_a,A. 10^N+7,,unknown,571,https://atcoder.jp/contests/jag2018summer-day2/tasks/jag2018summer_day2_a
Mathematics,整数,ttpc2015_d,D. 文字列と素数,,unknown,379,https://atcoder.jp/contests/ttpc2015/tasks/ttpc2015_d
Mathematics,整数,s8pc_3_a,A. Calendar,,unknown,372,https://atcoder.jp/contests/s8pc-3/tasks/s8pc_3_a
Mathematics,整数,tkppc4_1_g,G. バラバラ掛け算,,unknown,360,https://atcoder.jp/contests/tkppc4-1/tasks/tkppc4_1_g
Mathematics,整数,iroha2019_day3_i,I. Prime or Not,,unknown,329,https://atcoder.jp/contests/iroha2019-day3/tasks/iroha2019_day3_i
Mathematics,整数,ddcc2018_qual_d,D. チップ・ストーリー ～黄金編～,,unknown,320,https://atcoder.jp/contests/ddcc2019-qual/tasks/ddcc2018_qual_d
Mathematics,整数,bcu30_2018_a,A. Ball,,unknown,266,https://atcoder.jp/contests/bcu30-2018/tasks/bcu30_2018_a
Mathematics,整数,relay_e,E. Segment on Grid Paper,,unknown,265,https://atcoder.jp/contests/cf16-relay-open/tasks/relay_e
Mathematics,整数,maximum_2013_b,B. Working for the World,,unknown,257,https://atcoder.jp/contests/maximum-cup-2013/tasks/maximum_2013_b
Mathematics,整数,icpc2015summer_day2_a,A. 幾何問題を解こう,,unknown,227,https://atcoder.jp/contests/jag2015summer-day2/tasks/icpc2015summer_day2_a
Mathematics,整数,wtf19_b,B. Multiple of Nine,,unknown,226,https://atcoder.jp/contests/wtf19-open/tasks/wtf19_b
Mathematics,整数,s8pc_2_b,B. Division 2,,unknown,189,https://atcoder.jp/contests/s8pc-2/tasks/s8pc_2_b
Mathematics,整数,icpc2015summer_day2_b,B. 監獄,,unknown,130,https://atcoder.jp/contests/jag2015summer-day2/tasks/icpc2015summer_day2_b
Mathematics,整数,tkppc4_1_n,N. multiple,,unknown,123,https://atcoder.jp/contests/tkppc4-1/tasks/tkppc4_1_n
Mathematics,整数,iroha2019_day3_l,L. デクレッシェンド,,unknown,109,https://atcoder.jp/contests/iroha2019-day3/tasks/iroha2019_day3_l
Mathematics,整数,xmascon19_d,D. Sum of (-1)^f(n),,unknown,107,https://atcoder.jp/contests/xmascon19/tasks/xmascon19_d
Mathematics,整数,tkppc6_1_i,I. 1<->k,,unknown,93,https://atcoder.jp/contests/tkppc6-1/tasks/tkppc6_1_i
Mathematics,整数,xmascon19_e,E. Sum of f(n),,unknown,65,https://atcoder.jp/contests/xmascon19/tasks/xmascon19_e
Mathematics,整数,qupc2018_i,I. Buffalo,,unknown,47,https://atcoder.jp/contests/qupc2018/tasks/qupc2018_i
Mathematics,整数,ttpc2019_i,I. I hate P,,unknown,35,https://atcoder.jp/contests/ttpc2019/tasks/ttpc2019_i
Mathematics,整数,xmascon19_h,H. Stamps 3,,unknown,32,https://atcoder.jp/contests/xmascon19/tasks/xmascon19_h
Mathematics,整数,pakencamp_2019_day4_g,G. 三つの条件,,unknown,9,https://atcoder.jp/contests/pakencamp-2019-day4/tasks/pakencamp_2019_day4_g
Mathematics,期待値,abc003_1,A. AtCoder社の給料,-613,<0,11374,https://atcoder.jp/contests/abc003/tasks/abc003_1
Mathematics,期待値,abc262_c,C. Min Max Pair,360,0-399,9987,https://atcoder.jp/contests/abc262/tasks/abc262_c
Mathematics,期待値,code_festival_morning_easy_a,A. 差の平均,476,400-799,1873,https://atcoder.jp/contests/code-festival-2014-morning-easy/tasks/code_festival_morning_easy_a
Mathematics,期待値,abc154_d,D. Dice in Line,485,400-799,13497,https://atcoder.jp/contests/abc154/tasks/abc154_d
Mathematics,期待値,arc085_a,C. HSI,752,400-799,8267,https://atcoder.jp/contests/abc078/tasks/arc085_a
Mathematics,期待値,abc194_d,D. Journey,1078,800-1199,6595,https://atcoder.jp/contests/abc194/tasks/abc194_d
Mathematics,期待値,soundhound2018_summer_qual_c,C. Ordinary Beauty,1225,1200-1599,3693,https://atcoder.jp/contests/soundhound2018-summer-qual/tasks/soundhound2018_summer_qual_c
Mathematics,期待値,abc360_e,E. Random Swaps of Balls,1249,1200-1599,3901,https://atcoder.jp/contests/abc360/tasks/abc360_e
Mathematics,期待値,abc350_e,E. Toward 0,1385,1200-1599,4992,https://atcoder.jp/contests/abc350/tasks/abc350_e
Mathematics,期待値,abc263_e,E. Sugoroku 3,1659,1600-1999,3226,https://atcoder.jp/contests/abc263/tasks/abc263_e
Mathematics,期待値,dwacon6th_prelims_b,B. Fusing Slimes,1685,1600-1999,1827,https://atcoder.jp/contests/dwacon6th-prelims/tasks/dwacon6th_prelims_b
Mathematics,期待値,abc008_3,C. コイン,1836,1600-1999,2751,https://atcoder.jp/contests/abc008/tasks/abc008_3
Mathematics,期待値,abc150_e,E. Change a Little Bit,1851,1600-1999,2611,https://atcoder.jp/contests/abc150/tasks/abc150_e
Mathematics,期待値,agc049_a,A. Erasing Vertices,1922,1600-1999,1859,https://atcoder.jp/contests/agc049/tasks/agc049_a
Mathematics,期待値,dwango2015_prelims_3,C. ゲーマーじゃんけん,1953,1600-1999,447,https://atcoder.jp/contests/dwango2015-prelims/tasks/dwango2015_prelims_3
Mathematics,期待値,m_solutions2019_c,C. Best-of-(2n-1),2038,2000-2399,1280,https://atcoder.jp/contests/m-solutions2019/tasks/m_solutions2019_c
Mathematics,期待値,abc295_e,E. Kth Number,2157,2000-2399,1663,https://atcoder.jp/contests/abc295/tasks/abc295_e
Mathematics,期待値,abc149_f,F. Surrounded Nodes,2208,2000-2399,1812,https://atcoder.jp/contests/abc149/tasks/abc149_f
Mathematics,期待値,arc114_e,E. Paper Cutting 2,2514,2400-2799,1053,https://atcoder.jp/contests/arc114/tasks/arc114_e
Mathematics,期待値,arc034_4,D. インフレゲーム,2570,2400-2799,149,https://atcoder.jp/contests/arc034/tasks/arc034_4
Mathematics,期待値,arc015_4,D. きんいろクッキー,2688,2400-2799,139,https://atcoder.jp/contests/arc015/tasks/arc015_4
Mathematics,期待値,hhkb2020_f,F. Random Max,2691,2400-2799,346,https://atcoder.jp/contests/hhkb2020/tasks/hhkb2020_f
Mathematics,期待値,abc226_h,H. Random Kth Max,2813,2800-3199,368,https://atcoder.jp/contests/abc226/tasks/abc226_h
Mathematics,期待値,keyence2019_f,F. Paper Cutting,2957,2800-3199,310,https://atcoder.jp/contests/keyence2019/tasks/keyence2019_f
Mathematics,期待値,agc006_c,C. Rabbit Exercise,2996,2800-3199,1674,https://atcoder.jp/contests/agc006/tasks/agc006_c
Mathematics,期待値,arc108_e,E. Random IS,3101,2800-3199,806,https://atcoder.jp/contests/arc108/tasks/arc108_e
Mathematics,期待値,agc007_c,C. Pushing Balls,3379,3200-3599,768,https://atcoder.jp/contests/agc007/tasks/agc007_c
Mathematics,期待値,dp_j,J. Sushi,,unknown,14229,https://atcoder.jp/contests/dp/tasks/dp_j
Mathematics,期待値,typical90_bn,066. Various Arrays（★5）,,unknown,2602,https://atcoder.jp/contests/typical90/tasks/typical90_bn
Mathematics,期待値,past201912_o,O. Endurance,,unknown,603,https://atcoder.jp/contests/past201912-open/tasks/past201912_o
Mathematics,期待値,codefestival_2015_final_b,B. ダイスゲーム,,unknown,481,https://atcoder.jp/contests/code-festival-2015-final-open/tasks/codefestival_2015_final_b
Mathematics,期待値,tkppc3_e,E. デフレゲーム,,unknown,307,https://atcoder.jp/contests/tkppc3/tasks/tkppc3_e
Mathematics,期待値,asaporo_e,A. Takahashi is Missing!,,unknown,238,https://atcoder.jp/contests/cf16-tournament-round2-open/tasks/asaporo_e
Mathematics,期待値,tenka1_2015_final_e,E. 天下一コップ,,unknown,86,https://atcoder.jp/contests/tenka1-2015-final/tasks/tenka1_2015_final_e
Mathematics,期待値,code_festival_2018_qualb_d,D. Sushi Restaurant,,unknown,69,https://atcoder.jp/contests/code-festival-2018-qualb/tasks/code_festival_2018_qualb_d
Mathematics,確率,abc242_a,A. T-shirt,-555,<0,15564,https://atcoder.jp/contests/abc242/tasks/abc242_a
Mathematics,確率,abc126_c,C. Dice and Coin,638,400-799,14703,https://atcoder.jp/contests/abc126/tasks/abc126_c
Mathematics,確率,abc193_d,D. Poker,866,800-1199,6782,https://atcoder.jp/contests/abc193/tasks/abc193_d
Mathematics,確率,abc028_d,D. 乱数生成,920,800-1199,4352,https://atcoder.jp/contests/abc028/tasks/abc028_d
Mathematics,確率,abc008_3,C. コイン,1836,1600-1999,2751,https://atcoder.jp/contests/abc008/tasks/abc008_3
Mathematics,確率,abc011_4,D. 大ジャンプ,1843,1600-1999,1623,https://atcoder.jp/contests/abc011/tasks/abc011_4
Mathematics,確率,code_festival_morning_med_c,C. eject,1983,1600-1999,634,https://atcoder.jp/contests/code-festival-2014-morning-middle/tasks/code_festival_morning_med_c
Mathematics,確率,exawizards2019_e,E. Black or White,2309,2000-2399,799,https://atcoder.jp/contests/exawizards2019/tasks/exawizards2019_e
Mathematics,確率,iroha2019_day3_j,J. Go to Heaven,,unknown,2673,https://atcoder.jp/contests/iroha2019-day3/tasks/iroha2019_day3_j
Mathematics,確率,code_festival_2018_qualb_a,A. Probability of Participation,,unknown,1907,https://atcoder.jp/contests/code-festival-2018-qualb/tasks/code_festival_2018_qualb_a
Mathematics,確率,code_festival_2018_final_b,B. Theme Color,,unknown,613,https://atcoder.jp/contests/code-festival-2018-final-open/tasks/code_festival_2018_final_b
Mathematics,確率,codefestival_2015_final_b,B. ダイスゲーム,,unknown,481,https://atcoder.jp/contests/code-festival-2015-final-open/tasks/codefestival_2015_final_b
Mathematics,確率,pakencamp_2019_day4_c,C. 罰ゲーム,,unknown,389,https://atcoder.jp/contests/pakencamp-2019-day4/tasks/pakencamp_2019_day4_c
Mathematics,確率,wtf19_e,E. e,,unknown,95,https://atcoder.jp/contests/wtf19-open/tasks/wtf19_e
Mathematics,確率,jag2017summer_day3_d,D. Janken Master,,unknown,63,https://atcoder.jp/contests/jag2017summer-day3/tasks/jag2017summer_day3_d
Mathematics,組み合わせ,abc159_a,A. The Number of Even Pairs,-612,<0,19323,https://atcoder.jp/contests/abc159/tasks/abc159_a
Mathematics,組み合わせ,abc143_b,B. TAKOYAKI FESTIVAL 2019,-514,<0,15666,https://atcoder.jp/contests/abc143/tasks/abc143_b
Mathematics,組み合わせ,abc206_c,C. Swappable,60,0-399,15555,https://atcoder.jp/contests/abc206/tasks/abc206_c
Mathematics,組み合わせ,abc209_c,C. Not Equal,264,0-399,12010,https://atcoder.jp/contests/abc209/tasks/abc209_c
Mathematics,組み合わせ,abc185_c,C. Duodecim Ferra,373,0-399,11664,https://atcoder.jp/contests/abc185/tasks/abc185_c
Mathematics,組み合わせ,abc028_c,C. 数を3つ選ぶマン,466,400-799,6152,https://atcoder.jp/contests/abc028/tasks/abc028_c
Mathematics,組み合わせ,abc159_d,D. Banned K,496,400-799,14754,https://atcoder.jp/contests/abc159/tasks/abc159_d
Mathematics,組み合わせ,arc117_b,B. ARC Wrecker,609,400-799,4575,https://atcoder.jp/contests/arc117/tasks/arc117_b
Mathematics,組み合わせ,abc046_b,B. Painting Balls with AtCoDeer,633,400-799,14436,https://atcoder.jp/contests/abc046/tasks/abc046_b
Mathematics,組み合わせ,arc115_a,A. Two Choices,641,400-799,4380,https://atcoder.jp/contests/arc115/tasks/arc115_a
Mathematics,組み合わせ,abc089_c,C. March,642,400-799,9880,https://atcoder.jp/contests/abc089/tasks/abc089_c
Mathematics,組み合わせ,arc076_a,C. Reconciled?,684,400-799,9508,https://atcoder.jp/contests/abc065/tasks/arc076_a
Mathematics,組み合わせ,abc218_d,D. Rectangles,715,400-799,9155,https://atcoder.jp/contests/abc218/tasks/abc218_d
Mathematics,組み合わせ,arc120_b,B. Uniformly Distributed,835,800-1199,3518,https://atcoder.jp/contests/arc120/tasks/arc120_b
Mathematics,組み合わせ,nikkei2019_2_qual_b,B. Counting of Trees,841,800-1199,5606,https://atcoder.jp/contests/nikkei2019-2-qual/tasks/nikkei2019_2_qual_b
Mathematics,組み合わせ,arc095_b,D. Binomial Coefficients,867,800-1199,8438,https://atcoder.jp/contests/abc094/tasks/arc095_b
Mathematics,組み合わせ,abc163_d,D. Sum of Large Numbers,960,800-1199,10456,https://atcoder.jp/contests/abc163/tasks/abc163_d
Mathematics,組み合わせ,arc102_a,C. Triangular Relationship,966,800-1199,8640,https://atcoder.jp/contests/abc108/tasks/arc102_a
Mathematics,組み合わせ,abc202_d,D. aab aba baa,966,800-1199,7708,https://atcoder.jp/contests/abc202/tasks/abc202_d
Mathematics,組み合わせ,abc318_e,E. Sandwiches,1004,800-1199,6520,https://atcoder.jp/contests/abc318/tasks/abc318_e
Mathematics,組み合わせ,abc145_d,D. Knight,1009,800-1199,9452,https://atcoder.jp/contests/abc145/tasks/abc145_d
Mathematics,組み合わせ,abc156_d,D. Bouquet,1014,800-1199,9187,https://atcoder.jp/contests/abc156/tasks/abc156_d
Mathematics,組み合わせ,arc091_b,D. Remainder Reminder,1129,800-1199,6483,https://atcoder.jp/contests/abc090/tasks/arc091_b
Mathematics,組み合わせ,arc081_b,D. Coloring Dominoes,1165,800-1199,6385,https://atcoder.jp/contests/abc071/tasks/arc081_b
Mathematics,組み合わせ,abc132_d,D. Blue and Red Balls,1167,800-1199,7906,https://atcoder.jp/contests/abc132/tasks/abc132_d
Mathematics,組み合わせ,abc307_e,E. Distinct Adjacent,1240,1200-1599,4898,https://atcoder.jp/contests/abc307/tasks/abc307_e
Mathematics,組み合わせ,arc141_b,B. Increasing Prefix XOR,1265,1200-1599,2350,https://atcoder.jp/contests/arc141/tasks/arc141_b
Mathematics,組み合わせ,abc151_e,E. Max-Min Sums,1344,1200-1599,5796,https://atcoder.jp/contests/abc151/tasks/abc151_e
Mathematics,組み合わせ,arc039_b,B. 高橋幼稚園,1383,1200-1599,1789,https://atcoder.jp/contests/arc039/tasks/arc039_b
Mathematics,組み合わせ,codefestival_2016_qualC_c,C. Two Alpinists,1404,1200-1599,2724,https://atcoder.jp/contests/code-festival-2016-qualc/tasks/codefestival_2016_qualC_c
Mathematics,組み合わせ,arc027_2,B. 大事な数なのでZ回書きまLた。,1432,1200-1599,1553,https://atcoder.jp/contests/arc027/tasks/arc027_2
Mathematics,組み合わせ,abc034_c,C. 経路,1440,1200-1599,5113,https://atcoder.jp/contests/abc034/tasks/abc034_c
Mathematics,組み合わせ,abc167_e,E. Colorful Blocks,1442,1200-1599,5526,https://atcoder.jp/contests/abc167/tasks/abc167_e
Mathematics,組み合わせ,abc123_d,D. Cake 123,1489,1200-1599,6263,https://atcoder.jp/contests/abc123/tasks/abc123_d
Mathematics,組み合わせ,agc051_a,A. Dodecagon,1495,1200-1599,1233,https://atcoder.jp/contests/agc051/tasks/agc051_a
Mathematics,組み合わせ,abc156_e,E. Roaming,1514,1200-1599,4344,https://atcoder.jp/contests/abc156/tasks/abc156_e
Mathematics,組み合わせ,abc057_d,D. Maximum Average Sets,1658,1600-1999,3963,https://atcoder.jp/contests/abc057/tasks/abc057_d
Mathematics,組み合わせ,abc201_e,E. Xor Distances,1694,1600-1999,3621,https://atcoder.jp/contests/abc201/tasks/abc201_e
Mathematics,組み合わせ,arc145_c,C. Split and Maximize,1697,1600-1999,2143,https://atcoder.jp/contests/arc145/tasks/arc145_c
Mathematics,組み合わせ,abc021_d,D. 多重ループ,1704,1600-1999,3444,https://atcoder.jp/contests/abc021/tasks/abc021_d
Mathematics,組み合わせ,arc077_b,D. 11,1715,1600-1999,4186,https://atcoder.jp/contests/abc066/tasks/arc077_b
Mathematics,組み合わせ,agc025_b,B. RGB Coloring,1739,1600-1999,2830,https://atcoder.jp/contests/agc025/tasks/agc025_b
Mathematics,組み合わせ,abc171_f,F. Strivore,1795,1600-1999,3803,https://atcoder.jp/contests/abc171/tasks/abc171_f
Mathematics,組み合わせ,arc023_3,C. タコヤ木,1833,1600-1999,1086,https://atcoder.jp/contests/arc023/tasks/arc023_3
Mathematics,組み合わせ,abc011_4,D. 大ジャンプ,1843,1600-1999,1623,https://atcoder.jp/contests/abc011/tasks/abc011_4
Mathematics,組み合わせ,abc150_e,E. Change a Little Bit,1851,1600-1999,2611,https://atcoder.jp/contests/abc150/tasks/abc150_e
Mathematics,組み合わせ,abc168_e,E. ∙ (Bullet),1896,1600-1999,3301,https://atcoder.jp/contests/abc168/tasks/abc168_e
Mathematics,組み合わせ,arc058_b,D. Iroha and a Grid,1905,1600-1999,6271,https://atcoder.jp/contests/arc058/tasks/arc058_b
Mathematics,組み合わせ,abc127_e,E. Cell Distance,1938,1600-1999,3567,https://atcoder.jp/contests/abc127/tasks/abc127_e
Mathematics,組み合わせ,code_formula_2014_qualB_d,D. お釣りの嫌いな高橋君,1939,1600-1999,456,https://atcoder.jp/contests/code-formula-2014-qualb/tasks/code_formula_2014_qualB_d
Mathematics,組み合わせ,arc009_3,C. 高橋君、24歳,2015,2000-2399,938,https://atcoder.jp/contests/arc009/tasks/arc009_3
Mathematics,組み合わせ,abc205_e,E. White and Black Balls,2025,2000-2399,2656,https://atcoder.jp/contests/abc205/tasks/abc205_e
Mathematics,組み合わせ,abc024_d,D. 動的計画法,2050,2000-2399,1313,https://atcoder.jp/contests/abc024/tasks/abc024_d
Mathematics,組み合わせ,arc127_c,C. Binary Strings,2092,2000-2399,1106,https://atcoder.jp/contests/arc127/tasks/arc127_c
Mathematics,組み合わせ,arc067_c,E. Grouping,2190,2000-2399,1661,https://atcoder.jp/contests/arc067/tasks/arc067_c
Mathematics,組み合わせ,arc137_d,D. Prefix XORs,2191,2000-2399,1308,https://atcoder.jp/contests/arc137/tasks/arc137_d
Mathematics,組み合わせ,abc256_g,G. Black and White Stones,2250,2000-2399,1035,https://atcoder.jp/contests/abc256/tasks/abc256_g
Mathematics,組み合わせ,arc004_4,D. 表現の自由 ( Freedom of expression ),2267,2000-2399,998,https://atcoder.jp/contests/arc004/tasks/arc004_4
Mathematics,組み合わせ,abc136_f,F. Enclosed Points,2334,2000-2399,1528,https://atcoder.jp/contests/abc136/tasks/abc136_f
Mathematics,組み合わせ,arc140_d,D. One to One,2443,2400-2799,888,https://atcoder.jp/contests/arc140/tasks/arc140_d
Mathematics,組み合わせ,abl_f,F. Heights and Pairs,2545,2400-2799,482,https://atcoder.jp/contests/abl/tasks/abl_f
Mathematics,組み合わせ,arc032_4,D. アットコーダーモンスターズ,2861,2800-3199,128,https://atcoder.jp/contests/arc032/tasks/arc032_4
Mathematics,組み合わせ,arc012_4,D. Don't worry. Be Together,3046,2800-3199,189,https://atcoder.jp/contests/arc012/tasks/arc012_4
Mathematics,組み合わせ,arc093_d,F. Dark Horse,3201,3200-3599,1057,https://atcoder.jp/contests/arc093/tasks/arc093_d
